"id","year","age","treated","post","time_trend","baseline","treatment_effect","noise","cognition_score"
14,2020,62,0,1,10,66.6,0,1.85109219699823,68.4510921969982
15,2010,67,0,0,0,70.1,0,1.29645954746298,71.396459547463
15,2011,67,0,0,1,69.9,0,-0.300418748335399,69.5995812516646
15,2012,67,0,0,2,69.7,0,2.0807540386814,71.7807540386814
15,2013,67,0,0,3,69.5,0,0.585117369892363,70.0851173698924
15,2014,67,0,0,4,69.3,0,1.33750279887893,70.6375027988789
15,2015,67,0,1,5,69.1,0,-1.18835528324844,67.9116447167516
15,2016,67,0,1,6,68.9,0,3.16086367397184,72.0608636739718
15,2017,67,0,1,7,68.7,0,-0.00797788869996741,68.6920221113
15,2018,67,0,1,8,68.5,0,1.69568553778695,70.195685537787
15,2019,67,0,1,9,68.3,0,-0.200233051785382,68.0997669482146
15,2020,67,0,1,10,68.1,0,-0.559259813961199,67.5407401860388
16,2010,66,1,0,0,69.8,0,1.56887649056001,71.36887649056
16,2011,66,1,0,1,69.6,0,-3.16923328918235,66.4307667108177
16,2012,66,1,0,2,69.4,0,0.956732295588061,70.356732295588
16,2013,66,1,0,3,69.2,0,0.787132745989629,69.9871327459896
16,2014,66,1,0,4,69,0,-5.39065873824903,63.609341261751
16,2015,66,1,1,5,68.8,2,0.736754657066514,71.5367546570665
16,2016,66,1,1,6,68.6,2,-4.33683549469401,66.263164505306
16,2017,66,1,1,7,68.4,2,1.31960875378544,71.7196087537854
16,2018,66,1,1,8,68.2,2,-0.90782746676238,69.2921725332376
16,2019,66,1,1,9,68,2,-1.38987365046979,68.6101263495302
16,2020,66,1,1,10,67.8,2,-0.0136926063453302,69.7863073936547
17,2010,69,1,0,0,70.7,0,2.74610408996798,73.446104089968
17,2011,69,1,0,1,70.5,0,-1.27064615443579,69.2293538455642
17,2012,69,1,0,2,70.3,0,1.11620658789755,71.4162065878975
17,2013,69,1,0,3,70.1,0,0.682315736843754,70.7823157368438
17,2014,69,1,0,4,69.9,0,-2.35903725828311,67.5409627417169
17,2015,69,1,1,5,69.7,2,-3.48204403466794,68.2179559653321
17,2016,69,1,1,6,69.5,2,-3.98517154247829,67.5148284575217
17,2017,69,1,1,7,69.3,2,1.10254842293578,72.4025484229358
17,2018,69,1,1,8,69.1,2,-0.0694841230625968,71.0305158769374
17,2019,69,1,1,9,68.9,2,3.70114340722124,74.6011434072212
17,2020,69,1,1,10,68.7,2,1.14735021652609,71.8473502165261
18,2010,68,1,0,0,70.4,0,1.69939178216522,72.0993917821652
18,2011,68,1,0,1,70.2,0,2.66876717066991,72.8687671706699
18,2012,68,1,0,2,70,0,-1.00143819592995,68.9985618040701
18,2013,68,1,0,3,69.8,0,1.02019585645698,70.820195856457
18,2014,68,1,0,4,69.6,0,1.73758654048831,71.3375865404883
18,2015,68,1,1,5,69.4,2,2.73870337600605,74.1387033760061
18,2016,68,1,1,6,69.2,2,1.52530229265274,72.7253022926527
18,2017,68,1,1,7,69,2,0.842294346074666,71.8422943460747
18,2018,68,1,1,8,68.8,2,-1.73644809454245,69.0635519054576
18,2019,68,1,1,9,68.6,2,1.45912072191539,72.0591207219154
18,2020,68,1,1,10,68.4,2,1.00053174483657,71.4005317448366
19,2010,78,0,0,0,73.4,0,1.26850050741382,74.6685005074138
19,2011,78,0,0,1,73.2,0,0.847290091144513,74.0472900911445
19,2012,78,0,0,2,73,0,-0.403676089420008,72.59632391058
19,2013,78,0,0,3,72.8,0,-0.153731796868028,72.646268203132
19,2014,78,0,0,4,72.6,0,1.37472822656303,73.974728226563
19,2015,78,0,1,5,72.4,0,0.343263013849081,72.7432630138491
19,2016,78,0,1,6,72.2,0,-1.66021714865398,70.539782851346
19,2017,78,0,1,7,72,0,-0.580318239611335,71.4196817603887
19,2018,78,0,1,8,71.8,0,-2.63825144835302,69.161748551647
19,2019,78,0,1,9,71.6,0,-1.93406380533782,69.6659361946622
19,2020,78,0,1,10,71.4,0,-0.289222140271035,71.110777859729
20,2010,63,0,0,0,68.9,0,-3.59626511274985,65.3037348872502
20,2011,63,0,0,1,68.7,0,-3.37708494918316,65.3229150508168
20,2012,63,0,0,2,68.5,0,2.20513039887217,70.7051303988722
20,2013,63,0,0,3,68.3,0,-1.15323784842288,67.1467621515771
20,2014,63,0,0,4,68.1,0,-3.70338345910298,64.396616540897
20,2015,63,0,1,5,67.9,0,-0.22572647885795,67.6742735211421
20,2016,63,0,1,6,67.7,0,2.64213853444303,70.342138534443
20,2017,63,0,1,7,67.5,0,1.32450859386928,68.8245085938693
20,2018,63,0,1,8,67.3,0,0.882766396707275,68.1827663967073
20,2019,63,0,1,9,67.1,0,2.36749182455968,69.4674918245597
20,2020,63,0,1,10,66.9,0,-1.54300288220179,65.3569971177982
21,2010,73,0,0,0,71.9,0,1.45937838270407,73.3593783827041
21,2011,73,0,0,1,71.7,0,-1.17417123155772,70.5258287684423
21,2012,73,0,0,2,71.5,0,0.00152837272502803,71.501528372725
21,2013,73,0,0,3,71.3,0,4.42893063868025,75.7289306386803
21,2014,73,0,0,4,71.1,0,1.93886879141852,73.0388687914185
21,2015,73,0,1,5,70.9,0,1.53601542743443,72.4360154274344
21,2016,73,0,1,6,70.7,0,-2.21665582363632,68.4833441763637
21,2017,73,0,1,7,70.5,0,-1.57247183998943,68.9275281600106
21,2018,73,0,1,8,70.3,0,4.5682329605232,74.8682329605232
21,2019,73,0,1,9,70.1,0,-2.18660152794662,67.9133984720534
21,2020,73,0,1,10,69.9,0,0.428958750570146,70.3289587505702
22,2010,76,1,0,0,72.8,0,1.78514211927414,74.5851421192741
22,2011,76,1,0,1,72.6,0,2.03751594468452,74.6375159446845
22,2012,76,1,0,2,72.4,0,2.17822402183848,74.5782240218385
22,2013,76,1,0,3,72.2,0,-0.326257979770429,71.8737420202296
22,2014,76,1,0,4,72,0,-1.64197339423999,70.35802660576
22,2015,76,1,1,5,71.8,2,-0.614514465977279,73.1854855340227
22,2016,76,1,1,6,71.6,2,-1.80419601707893,71.7958039829211
22,2017,76,1,1,7,71.4,2,1.25413748622997,74.65413748623
22,2018,76,1,1,8,71.2,2,2.24071005685221,75.4407100568522
22,2019,76,1,1,9,71,2,4.25442710498705,77.2544271049871
22,2020,76,1,1,10,70.8,2,0.732228765863438,73.5322287658634
23,2010,70,1,0,0,71,0,-1.74956275438737,69.2504372456126
23,2011,70,1,0,1,70.8,0,2.04894972598646,72.8489497259865
23,2012,70,1,0,2,70.6,0,1.80951778739062,72.4095177873906
23,2013,70,1,0,3,70.4,0,-0.476497391805653,69.9235026081944
23,2014,70,1,0,4,70.2,0,-3.11570980774463,67.0842901922554
23,2015,70,1,1,5,70,2,1.52261979078783,73.5226197907878
23,2016,70,1,1,6,69.8,2,2.25828879128325,74.0582887912832
23,2017,70,1,1,7,69.6,2,-0.590215661411868,71.0097843385881
23,2018,70,1,1,8,69.4,2,1.07248563671605,72.4724856367161
23,2019,70,1,1,9,69.2,2,-0.551780949501022,70.648219050499
23,2020,70,1,1,10,69,2,1.36463049027503,72.364630490275
24,2010,66,1,0,0,69.8,0,-0.234581429429698,69.5654185705703
24,2011,66,1,0,1,69.6,0,-0.689351727840124,68.9106482721599
24,2012,66,1,0,2,69.4,0,0.223240996394421,69.6232409963944
24,2013,66,1,0,3,69.2,0,-0.566810629964592,68.6331893700354
24,2014,66,1,0,4,69,0,-1.18203432890857,67.8179656710914
24,2015,66,1,1,5,68.8,2,-0.631873862484796,70.1681261375152
24,2016,66,1,1,6,68.6,2,-0.0163043046510703,70.5836956953489
24,2017,66,1,1,7,68.4,2,0.414990281436948,70.8149902814369
24,2018,66,1,1,8,68.2,2,3.06484724325168,73.2648472432517
24,2019,66,1,1,9,68,2,-2.71599566190697,67.284004338093
24,2020,66,1,1,10,67.8,2,-0.399238101105885,69.4007618988941
25,2010,80,1,0,0,74,0,1.26304625556165,75.2630462555616
25,2011,80,1,0,1,73.8,0,3.52404180688573,77.3240418068857
25,2012,80,1,0,2,73.6,0,0.85202872523099,74.452028725231
25,2013,80,1,0,3,73.4,0,-0.0275068329507999,73.3724931670492
25,2014,80,1,0,4,73.2,0,-0.615113819192719,72.5848861808073
25,2015,80,1,1,5,73,2,0.828616328216579,75.8286163282166
25,2016,80,1,1,6,72.8,2,1.97811584039278,76.7781158403928
25,2017,80,1,1,7,72.6,2,-0.367716621092105,74.2322833789079
25,2018,80,1,1,8,72.4,2,0.327522813693115,74.7275228136931
25,2019,80,1,1,9,72.2,2,0.433872688288768,74.6338726882888
25,2020,80,1,1,10,72,2,1.45855526841931,75.4585552684193
26,2010,71,1,0,0,71.3,0,2.22276081404938,73.5227608140494
26,2011,71,1,0,1,71.1,0,0.558321633879262,71.6583216338793
26,2012,71,1,0,2,70.9,0,-0.15234134309436,70.7476586569056
26,2013,71,1,0,3,70.7,0,2.78932626441715,73.4893262644172
26,2014,71,1,0,4,70.5,0,0.329068235211169,70.8290682352112
26,2015,71,1,1,5,70.3,2,3.15570395758696,75.455703957587
26,2016,71,1,1,6,70.1,2,-0.1238453152391,71.9761546847609
26,2017,71,1,1,7,69.9,2,1.22784592838737,73.1278459283874
26,2018,71,1,1,8,69.7,2,-3.09217718849048,68.6078228115095
26,2019,71,1,1,9,69.5,2,-0.224783922674815,71.2752160773252
26,2020,71,1,1,10,69.3,2,-0.0435890799217715,71.2564109200782
27,2010,74,0,0,0,72.2,0,-1.51669083483309,70.6833091651669
27,2011,74,0,0,1,72,0,-2.0717857688446,69.9282142311554
27,2012,74,0,0,2,71.8,0,1.89631860510362,73.6963186051036
27,2013,74,0,0,3,71.6,0,1.82831746785544,73.4283174678555
27,2014,74,0,0,4,71.4,0,-2.59746398969292,68.8025360103071
27,2015,74,0,1,5,71.2,0,0.848757589868684,72.0487575898687
27,2016,74,0,1,6,71,0,-2.22509063991017,68.7749093600898
27,2017,74,0,1,7,70.8,0,-2.10214645236312,68.6978535476369
27,2018,74,0,1,8,70.6,0,1.05082489653271,71.6508248965327
27,2019,74,0,1,9,70.4,0,-1.37204800018611,69.0279519998139
27,2020,74,0,1,10,70.2,0,1.98695996424443,72.1869599642444
28,2010,69,1,0,0,70.7,0,0.0770471981506909,70.7770471981507
28,2011,69,1,0,1,70.5,0,1.07229795157145,71.5722979515714
28,2012,69,1,0,2,70.3,0,-1.04725339577232,69.2527466042277
28,2013,69,1,0,3,70.1,0,-2.30244266988719,67.7975573301128
28,2014,69,1,0,4,69.9,0,1.82950448200551,71.7295044820055
28,2015,69,1,1,5,69.7,2,0.476142983125428,72.1761429831254
28,2016,69,1,1,6,69.5,2,-0.478135518909413,71.0218644810906
28,2017,69,1,1,7,69.3,2,0.138470653091473,71.4384706530915
28,2018,69,1,1,8,69.1,2,2.65181668519849,73.7518166851985
28,2019,69,1,1,9,68.9,2,-1.39633326924014,69.5036667307599
28,2020,69,1,1,10,68.7,2,-1.49881688892636,69.2011831110736
29,2010,72,1,0,0,71.6,0,-1.23923010541471,70.3607698945853
29,2011,72,1,0,1,71.4,0,-3.16998253641973,68.2300174635803
29,2012,72,1,0,2,71.2,0,1.63925627500748,72.8392562750075
29,2013,72,1,0,3,71,0,0.384739293488492,71.3847392934885
29,2014,72,1,0,4,70.8,0,0.414343948435858,71.2143439484359
29,2015,72,1,1,5,70.6,2,-0.0866947086953745,72.5133052913046
29,2016,72,1,1,6,70.4,2,-1.02032088284822,71.3796791171518
29,2017,72,1,1,7,70.2,2,-1.64683722755245,70.5531627724475
29,2018,72,1,1,8,70,2,1.70371280658534,73.7037128065853
29,2019,72,1,1,9,69.8,2,-2.8523693458403,68.9476306541597
29,2020,72,1,1,10,69.6,2,0.880597883930823,72.4805978839308
30,2010,66,0,0,0,69.8,0,-1.58522330151537,68.2147766984846
30,2011,66,0,0,1,69.6,0,0.564620429090934,70.1646204290909
30,2012,66,0,0,2,69.4,0,-1.48138104438031,67.9186189556197
30,2013,66,0,0,3,69.2,0,-1.04668336536806,68.1533166346319
30,2014,66,0,0,4,69,0,3.53873183405402,72.538731834054
30,2015,66,0,1,5,68.8,0,1.33656523786703,70.136565237867
30,2016,66,0,1,6,68.6,0,-4.28979404855132,64.3102059514487
30,2017,66,0,1,7,68.4,0,0.252824832200634,68.6528248322006
30,2018,66,0,1,8,68.2,0,-0.90362587251445,67.2963741274855
30,2019,66,0,1,9,68,0,-2.27325237555534,65.7267476244447
30,2020,66,0,1,10,67.8,0,0.419571780862388,68.2195717808624
31,2010,68,0,0,0,70.4,0,0.259931032038725,70.6599310320387
31,2011,68,0,0,1,70.2,0,-0.657013145136167,69.5429868548638
31,2012,68,0,0,2,70,0,3.9454071346749,73.9454071346749
31,2013,68,0,0,3,69.8,0,-4.49738013363311,65.3026198663669
31,2014,68,0,0,4,69.6,0,1.67643877455698,71.276438774557
31,2015,68,0,1,5,69.4,0,-0.578046540925147,68.8219534590749
31,2016,68,0,1,6,69.2,0,1.31302682115877,70.5130268211588
31,2017,68,0,1,7,69,0,-0.907995401277365,68.0920045987226
31,2018,68,0,1,8,68.8,0,-1.1877291248902,67.6122708751098
31,2019,68,0,1,9,68.6,0,-3.42075933278925,65.1792406672107
31,2020,68,0,1,10,68.4,0,-0.418896856545477,67.9811031434545
32,2010,68,1,0,0,70.4,0,4.95749160271418,75.3574916027142
32,2011,68,1,0,1,70.2,0,1.97940441625874,72.1794044162587
32,2012,68,1,0,2,70,0,3.35114431165366,73.3511443116537
32,2013,68,1,0,3,69.8,0,1.82993063662808,71.6299306366281
32,2014,68,1,0,4,69.6,0,2.28852541592371,71.8885254159237
32,2015,68,1,1,5,69.4,2,1.80575282899821,73.2057528289982
32,2016,68,1,1,6,69.2,2,0.950784863530206,72.1507848635302
32,2017,68,1,1,7,69,2,-1.16505754799402,69.834942452006
32,2018,68,1,1,8,68.8,2,-1.06586947464695,69.7341305253531
32,2019,68,1,1,9,68.6,2,-3.20167999275058,67.3983200072494
32,2020,68,1,1,10,68.4,2,-0.0116354277599851,70.38836457224
33,2010,69,0,0,0,70.7,0,1.79871135171343,72.4987113517134
33,2011,69,0,0,1,70.5,0,2.06384511305215,72.5638451130522
33,2012,69,0,0,2,70.3,0,0.190265408910837,70.4902654089108
33,2013,69,0,0,3,70.1,0,-1.09525523444382,69.0047447655562
33,2014,69,0,0,4,69.9,0,6.58103488663706,76.4810348866371
33,2015,69,0,1,5,69.7,0,1.47337106250085,71.1733710625008
33,2016,69,0,1,6,69.5,0,2.84115060975827,72.3411506097583
33,2017,69,0,1,7,69.3,0,-0.675361281334648,68.6246387186654
33,2018,69,0,1,8,69.1,0,-0.0759152541091892,69.0240847458908
33,2019,69,0,1,9,68.9,0,0.897214195413452,69.7972141954135
33,2020,69,0,1,10,68.7,0,3.35304462389659,72.0530446238966
34,2010,80,1,0,0,74,0,-0.622949090912255,73.3770509090877
34,2011,80,1,0,1,73.8,0,1.70723133356614,75.5072313335661
34,2012,80,1,0,2,73.6,0,-4.18962926864046,69.4103707313595
34,2013,80,1,0,3,73.4,0,-1.01450886816327,72.3854911318367
34,2014,80,1,0,4,73.2,0,-2.58401815352663,70.6159818464734
34,2015,80,1,1,5,73,2,2.2267254347142,77.2267254347142
34,2016,80,1,1,6,72.8,2,-0.328906176560515,74.4710938234395
34,2017,80,1,1,7,72.6,2,-0.780748164013484,73.8192518359865
34,2018,80,1,1,8,72.4,2,2.73819969239715,77.1381996923972
34,2019,80,1,1,9,72.2,2,2.23254571648005,76.43254571648
34,2020,80,1,1,10,72,2,-1.79604240693499,72.203957593065
35,2010,66,0,0,0,69.8,0,0.855732975219293,70.6557329752193
35,2011,66,0,0,1,69.6,0,-2.4568891370245,67.1431108629755
35,2012,66,0,0,2,69.4,0,-0.951230048422358,68.4487699515776
35,2013,66,0,0,3,69.2,0,3.2331552742939,72.4331552742939
35,2014,66,0,0,4,69,0,2.90025590266089,71.9002559026609
35,2015,66,0,1,5,68.8,0,2.21803751093367,71.0180375109337
35,2016,66,0,1,6,68.6,0,-1.14180777266065,67.4581922273394
35,2017,66,0,1,7,68.4,0,-3.76286294055111,64.6371370594489
35,2018,66,0,1,8,68.2,0,-2.35139636804832,65.8486036319517
35,2019,66,0,1,9,68,0,1.90511304925504,69.905113049255
35,2020,66,0,1,10,67.8,0,-0.581135772330175,67.2188642276698
36,2010,80,1,0,0,74,0,-4.32521629113596,69.674783708864
36,2011,80,1,0,1,73.8,0,-0.360374975432924,73.4396250245671
36,2012,80,1,0,2,73.6,0,2.82047844224915,76.4204784422491
36,2013,80,1,0,3,73.4,0,1.28693728103907,74.6869372810391
36,2014,80,1,0,4,73.2,0,-1.64251708705884,71.5574829129412
36,2015,80,1,1,5,73,2,-3.09183330413005,71.90816669587
36,2016,80,1,1,6,72.8,2,-1.65309445127358,73.1469055487264
36,2017,80,1,1,7,72.6,2,0.0690553426430451,74.669055342643
36,2018,80,1,1,8,72.4,2,1.77614740182411,76.1761474018241
36,2019,80,1,1,9,72.2,2,-3.87988030958051,70.3201196904195
36,2020,80,1,1,10,72,2,2.04640351054825,76.0464035105482
